Controller,timestamp,availability
POX,04/23/15 22:45:54,100
RYU,04/23/15 22:45:55,100
FLOODLIGHT,04/23/15 22:45:55,100
OPENDAYLICHT,04/23/15 22:45:55,100
POX,04/23/15 22:46:00,100
RYU,04/23/15 22:46:00,100
FLOODLIGHT,04/23/15 22:46:00,100
OPENDAYLICHT,04/23/15 22:46:00,100
POX,04/23/15 22:46:05,100
RYU,04/23/15 22:46:05,100
FLOODLIGHT,04/23/15 22:46:05,100
OPENDAYLICHT,04/23/15 22:46:05,100
POX,04/23/15 22:46:10,100
RYU,04/23/15 22:46:10,100
FLOODLIGHT,04/23/15 22:46:10,100
OPENDAYLICHT,04/23/15 22:46:10,100
POX,04/23/15 22:46:15,100
RYU,04/23/15 22:46:16,100
FLOODLIGHT,04/23/15 22:46:16,100
OPENDAYLICHT,04/23/15 22:46:16,100
POX,04/23/15 22:46:21,100
RYU,04/23/15 22:46:21,100
FLOODLIGHT,04/23/15 22:46:21,100
OPENDAYLICHT,04/23/15 22:46:21,100
POX,04/23/15 22:46:26,100
RYU,04/23/15 22:46:26,100
FLOODLIGHT,04/23/15 22:46:26,100
OPENDAYLICHT,04/23/15 22:46:26,100
POX,04/23/15 22:46:31,100
RYU,04/23/15 22:46:31,100
FLOODLIGHT,04/23/15 22:46:31,100
OPENDAYLICHT,04/23/15 22:46:31,100
POX,04/23/15 22:46:36,100
RYU,04/23/15 22:46:36,100
FLOODLIGHT,04/23/15 22:46:36,100
OPENDAYLICHT,04/23/15 22:46:37,100
POX,04/23/15 22:46:42,100
RYU,04/23/15 22:46:42,100
FLOODLIGHT,04/23/15 22:46:42,100
OPENDAYLICHT,04/23/15 22:46:42,100
POX,04/23/15 22:46:47,100
RYU,04/23/15 22:46:47,100
FLOODLIGHT,04/23/15 22:46:47,100
OPENDAYLICHT,04/23/15 22:46:47,100
POX,04/23/15 22:46:52,100
RYU,04/23/15 22:46:52,100
FLOODLIGHT,04/23/15 22:46:52,100
OPENDAYLICHT,04/23/15 22:46:52,100
POX,04/23/15 22:46:57,100
RYU,04/23/15 22:46:58,100
FLOODLIGHT,04/23/15 22:46:58,100
OPENDAYLICHT,04/23/15 22:46:58,100
POX,04/23/15 22:47:03,100
RYU,04/23/15 22:47:03,100
FLOODLIGHT,04/23/15 22:47:03,100
OPENDAYLICHT,04/23/15 22:47:03,100
POX,04/23/15 22:47:08,100
RYU,04/23/15 22:47:08,100
FLOODLIGHT,04/23/15 22:47:08,100
OPENDAYLICHT,04/23/15 22:47:08,100
POX,04/23/15 22:47:13,100
RYU,04/23/15 22:47:13,100
FLOODLIGHT,04/23/15 22:47:13,100
OPENDAYLICHT,04/23/15 22:47:14,100
POX,04/23/15 22:47:19,100
RYU,04/23/15 22:47:19,100
FLOODLIGHT,04/23/15 22:47:19,100
OPENDAYLICHT,04/23/15 22:47:19,100
POX,04/23/15 22:47:24,100
RYU,04/23/15 22:47:24,100
FLOODLIGHT,04/23/15 22:47:24,100
OPENDAYLICHT,04/23/15 22:47:24,100
POX,04/23/15 22:47:29,100
RYU,04/23/15 22:47:29,100
FLOODLIGHT,04/23/15 22:47:29,100
OPENDAYLICHT,04/23/15 22:47:30,100
POX,04/23/15 22:47:35,100
RYU,04/23/15 22:47:35,100
FLOODLIGHT,04/23/15 22:47:35,100
OPENDAYLICHT,04/23/15 22:47:35,100
POX,04/23/15 22:47:40,100
RYU,04/23/15 22:47:40,100
FLOODLIGHT,04/23/15 22:47:40,100
OPENDAYLICHT,04/23/15 22:47:40,100
POX,04/23/15 22:47:45,100
RYU,04/23/15 22:47:45,100
FLOODLIGHT,04/23/15 22:47:45,100
OPENDAYLICHT,04/23/15 22:47:45,100
POX,04/23/15 22:47:51,100
RYU,04/23/15 22:47:51,100
FLOODLIGHT,04/23/15 22:47:51,100
OPENDAYLICHT,04/23/15 22:47:51,100
POX,04/23/15 22:47:56,100
RYU,04/23/15 22:47:56,100
FLOODLIGHT,04/23/15 22:47:56,100
OPENDAYLICHT,04/23/15 22:47:56,100
POX,04/23/15 22:48:01,100
RYU,04/23/15 22:48:01,100
FLOODLIGHT,04/23/15 22:48:01,100
OPENDAYLICHT,04/23/15 22:48:01,100
POX,04/23/15 22:48:06,100
RYU,04/23/15 22:48:06,100
FLOODLIGHT,04/23/15 22:48:06,100
OPENDAYLICHT,04/23/15 22:48:07,100
POX,04/23/15 22:48:12,100
RYU,04/23/15 22:48:12,100
FLOODLIGHT,04/23/15 22:48:12,100
OPENDAYLICHT,04/23/15 22:48:12,100
POX,04/23/15 22:48:17,100
RYU,04/23/15 22:48:17,100
FLOODLIGHT,04/23/15 22:48:17,100
OPENDAYLICHT,04/23/15 22:48:17,100
POX,04/23/15 22:48:22,100
RYU,04/23/15 22:48:22,100
FLOODLIGHT,04/23/15 22:48:22,100
OPENDAYLICHT,04/23/15 22:48:22,100
POX,04/23/15 22:48:27,100
RYU,04/23/15 22:48:28,100
FLOODLIGHT,04/23/15 22:48:28,100
OPENDAYLICHT,04/23/15 22:48:28,100
POX,04/23/15 22:48:33,100
RYU,04/23/15 22:48:34,100
FLOODLIGHT,04/23/15 22:48:34,100
OPENDAYLICHT,04/23/15 22:48:34,100
POX,04/23/15 22:48:39,100
RYU,04/23/15 22:48:39,100
FLOODLIGHT,04/23/15 22:48:39,100
OPENDAYLICHT,04/23/15 22:48:39,100
POX,04/23/15 22:48:44,100
RYU,04/23/15 22:48:44,100
FLOODLIGHT,04/23/15 22:48:44,100
OPENDAYLICHT,04/23/15 22:48:44,100
POX,04/23/15 22:48:49,100
RYU,04/23/15 22:48:49,100
FLOODLIGHT,04/23/15 22:48:49,100
OPENDAYLICHT,04/23/15 22:48:49,100
POX,04/23/15 22:48:54,100
RYU,04/23/15 22:48:55,100
FLOODLIGHT,04/23/15 22:48:55,100
OPENDAYLICHT,04/23/15 22:48:55,100
POX,04/23/15 22:49:00,100
RYU,04/23/15 22:49:00,100
FLOODLIGHT,04/23/15 22:49:00,100
OPENDAYLICHT,04/23/15 22:49:00,100
POX,04/23/15 22:49:05,100
RYU,04/23/15 22:49:05,100
FLOODLIGHT,04/23/15 22:49:05,100
OPENDAYLICHT,04/23/15 22:49:05,100
POX,04/23/15 22:49:10,100
RYU,04/23/15 22:49:10,100
FLOODLIGHT,04/23/15 22:49:10,100
OPENDAYLICHT,04/23/15 22:49:11,100
POX,04/23/15 22:49:16,100
RYU,04/23/15 22:49:16,100
FLOODLIGHT,04/23/15 22:49:16,100
OPENDAYLICHT,04/23/15 22:49:16,100
POX,04/23/15 22:49:21,100
RYU,04/23/15 22:49:21,100
FLOODLIGHT,04/23/15 22:49:21,100
OPENDAYLICHT,04/23/15 22:49:21,100
POX,04/23/15 22:49:26,100
RYU,04/23/15 22:49:26,100
FLOODLIGHT,04/23/15 22:49:26,100
OPENDAYLICHT,04/23/15 22:49:26,100
POX,04/23/15 22:49:31,100
RYU,04/23/15 22:49:31,100
FLOODLIGHT,04/23/15 22:49:31,100
OPENDAYLICHT,04/23/15 22:49:32,100
POX,04/23/15 22:49:37,100
RYU,04/23/15 22:49:37,100
FLOODLIGHT,04/23/15 22:49:37,100
OPENDAYLICHT,04/23/15 22:49:37,100
POX,04/23/15 22:49:42,100
RYU,04/23/15 22:49:42,100
FLOODLIGHT,04/23/15 22:49:42,100
OPENDAYLICHT,04/23/15 22:49:42,100
POX,04/23/15 22:49:47,100
RYU,04/23/15 22:49:47,100
FLOODLIGHT,04/23/15 22:49:47,100
OPENDAYLICHT,04/23/15 22:49:47,100
POX,04/23/15 22:49:52,100
RYU,04/23/15 22:49:52,100
FLOODLIGHT,04/23/15 22:49:52,100
OPENDAYLICHT,04/23/15 22:49:53,100
POX,04/23/15 22:49:58,100
RYU,04/23/15 22:49:58,100
FLOODLIGHT,04/23/15 22:49:58,100
OPENDAYLICHT,04/23/15 22:49:58,100
POX,04/23/15 22:50:03,100
RYU,04/23/15 22:50:03,100
FLOODLIGHT,04/23/15 22:50:03,100
OPENDAYLICHT,04/23/15 22:50:03,100
POX,04/23/15 22:50:08,100
RYU,04/23/15 22:50:08,100
FLOODLIGHT,04/23/15 22:50:08,100
OPENDAYLICHT,04/23/15 22:50:08,100
POX,04/23/15 22:50:13,100
RYU,04/23/15 22:50:14,100
FLOODLIGHT,04/23/15 22:50:14,100
OPENDAYLICHT,04/23/15 22:50:14,100
POX,04/23/15 22:50:19,100
RYU,04/23/15 22:50:19,100
FLOODLIGHT,04/23/15 22:50:19,100
OPENDAYLICHT,04/23/15 22:50:19,100
POX,04/23/15 22:50:24,100
RYU,04/23/15 22:50:24,100
FLOODLIGHT,04/23/15 22:50:24,100
OPENDAYLICHT,04/23/15 22:50:24,100
POX,04/23/15 22:50:29,100
RYU,04/23/15 22:50:29,100
FLOODLIGHT,04/23/15 22:50:29,100
OPENDAYLICHT,04/23/15 22:50:29,100
POX,04/23/15 22:50:35,100
RYU,04/23/15 22:50:35,100
FLOODLIGHT,04/23/15 22:50:35,100
OPENDAYLICHT,04/23/15 22:50:35,100
POX,04/23/15 22:50:40,100
RYU,04/23/15 22:50:40,100
FLOODLIGHT,04/23/15 22:50:40,100
OPENDAYLICHT,04/23/15 22:50:40,100
POX,04/23/15 22:50:45,100
RYU,04/23/15 22:50:45,100
FLOODLIGHT,04/23/15 22:50:45,100
OPENDAYLICHT,04/23/15 22:50:45,100
POX,04/23/15 22:50:50,100
RYU,04/23/15 22:50:51,100
FLOODLIGHT,04/23/15 22:50:51,100
OPENDAYLICHT,04/23/15 22:50:51,100
POX,04/23/15 22:50:56,100
RYU,04/23/15 22:50:56,100
FLOODLIGHT,04/23/15 22:50:56,100
OPENDAYLICHT,04/23/15 22:50:56,100
POX,04/23/15 22:51:01,100
RYU,04/23/15 22:51:01,100
FLOODLIGHT,04/23/15 22:51:01,100
OPENDAYLICHT,04/23/15 22:51:01,100
POX,04/23/15 22:51:06,100
RYU,04/23/15 22:51:06,100
FLOODLIGHT,04/23/15 22:51:06,100
OPENDAYLICHT,04/23/15 22:51:06,100
POX,04/23/15 22:51:11,100
RYU,04/23/15 22:51:12,100
FLOODLIGHT,04/23/15 22:51:12,100
OPENDAYLICHT,04/23/15 22:51:12,100
POX,04/23/15 22:51:17,100
RYU,04/23/15 22:51:17,100
FLOODLIGHT,04/23/15 22:51:17,100
OPENDAYLICHT,04/23/15 22:51:17,100
POX,04/23/15 22:51:22,100
RYU,04/23/15 22:51:22,100
FLOODLIGHT,04/23/15 22:51:22,100
OPENDAYLICHT,04/23/15 22:51:22,100
POX,04/23/15 22:51:27,100
RYU,04/23/15 22:51:27,100
FLOODLIGHT,04/23/15 22:51:27,100
OPENDAYLICHT,04/23/15 22:51:27,100
POX,04/23/15 22:51:33,100
RYU,04/23/15 22:51:33,100
FLOODLIGHT,04/23/15 22:51:33,100
OPENDAYLICHT,04/23/15 22:51:33,100
POX,04/23/15 22:51:38,100
RYU,04/23/15 22:51:38,100
FLOODLIGHT,04/23/15 22:51:38,100
OPENDAYLICHT,04/23/15 22:51:38,100
POX,04/23/15 22:51:43,100
RYU,04/23/15 22:51:43,100
FLOODLIGHT,04/23/15 22:51:43,100
OPENDAYLICHT,04/23/15 22:51:43,100
POX,04/23/15 22:51:48,100
RYU,04/23/15 22:51:48,100
FLOODLIGHT,04/23/15 22:51:48,100
OPENDAYLICHT,04/23/15 22:51:49,100
POX,04/23/15 22:51:54,100
RYU,04/23/15 22:51:54,100
FLOODLIGHT,04/23/15 22:51:54,100
OPENDAYLICHT,04/23/15 22:51:54,100
POX,04/23/15 22:51:59,100
RYU,04/23/15 22:51:59,100
FLOODLIGHT,04/23/15 22:51:59,100
OPENDAYLICHT,04/23/15 22:51:59,100
POX,04/23/15 22:52:04,100
RYU,04/23/15 22:52:05,100
FLOODLIGHT,04/23/15 22:52:05,100
OPENDAYLICHT,04/23/15 22:52:05,100
POX,04/23/15 22:52:10,100
RYU,04/23/15 22:52:10,100
FLOODLIGHT,04/23/15 22:52:10,100
OPENDAYLICHT,04/23/15 22:52:10,100
POX,04/23/15 22:52:15,100
RYU,04/23/15 22:52:15,100
FLOODLIGHT,04/23/15 22:52:15,100
OPENDAYLICHT,04/23/15 22:52:15,100
POX,04/23/15 22:52:20,100
RYU,04/23/15 22:52:20,100
FLOODLIGHT,04/23/15 22:52:20,100
OPENDAYLICHT,04/23/15 22:52:20,100
POX,04/23/15 22:52:25,100
RYU,04/23/15 22:52:26,100
FLOODLIGHT,04/23/15 22:52:26,100
OPENDAYLICHT,04/23/15 22:52:26,100
POX,04/23/15 22:52:31,100
RYU,04/23/15 22:52:31,100
FLOODLIGHT,04/23/15 22:52:31,100
OPENDAYLICHT,04/23/15 22:52:31,100
POX,04/23/15 22:52:36,100
RYU,04/23/15 22:52:36,100
FLOODLIGHT,04/23/15 22:52:36,100
OPENDAYLICHT,04/23/15 22:52:36,100
POX,04/23/15 22:52:41,100
RYU,04/23/15 22:52:41,100
FLOODLIGHT,04/23/15 22:52:41,100
OPENDAYLICHT,04/23/15 22:52:41,100
POX,04/23/15 22:52:47,100
RYU,04/23/15 22:52:47,100
FLOODLIGHT,04/23/15 22:52:47,100
OPENDAYLICHT,04/23/15 22:52:47,100
POX,04/23/15 22:52:52,100
RYU,04/23/15 22:52:52,100
FLOODLIGHT,04/23/15 22:52:52,100
OPENDAYLICHT,04/23/15 22:52:52,100
POX,04/23/15 22:52:57,100
RYU,04/23/15 22:52:57,100
FLOODLIGHT,04/23/15 22:52:57,100
OPENDAYLICHT,04/23/15 22:52:57,100
POX,04/23/15 22:53:02,100
RYU,04/23/15 22:53:02,100
FLOODLIGHT,04/23/15 22:53:02,100
OPENDAYLICHT,04/23/15 22:53:03,100
POX,04/23/15 22:53:08,100
RYU,04/23/15 22:53:08,100
FLOODLIGHT,04/23/15 22:53:08,100
OPENDAYLICHT,04/23/15 22:53:08,100
POX,04/23/15 22:53:13,100
RYU,04/23/15 22:53:13,100
FLOODLIGHT,04/23/15 22:53:13,100
OPENDAYLICHT,04/23/15 22:53:13,100
POX,04/23/15 22:53:18,100
RYU,04/23/15 22:53:18,100
FLOODLIGHT,04/23/15 22:53:18,100
OPENDAYLICHT,04/23/15 22:53:18,100
POX,04/23/15 22:53:23,100
RYU,04/23/15 22:53:24,100
FLOODLIGHT,04/23/15 22:53:24,100
OPENDAYLICHT,04/23/15 22:53:24,100
POX,04/23/15 22:53:29,100
RYU,04/23/15 22:53:29,100
FLOODLIGHT,04/23/15 22:53:29,100
OPENDAYLICHT,04/23/15 22:53:29,100
POX,04/23/15 22:53:34,100
RYU,04/23/15 22:53:34,100
FLOODLIGHT,04/23/15 22:53:34,100
OPENDAYLICHT,04/23/15 22:53:34,100
POX,04/23/15 22:53:39,100
RYU,04/23/15 22:53:39,100
FLOODLIGHT,04/23/15 22:53:39,100
OPENDAYLICHT,04/23/15 22:53:39,100
POX,04/23/15 22:53:45,100
RYU,04/23/15 22:53:45,100
FLOODLIGHT,04/23/15 22:53:45,100
OPENDAYLICHT,04/23/15 22:53:45,100
POX,04/23/15 22:53:50,100
RYU,04/23/15 22:53:50,100
FLOODLIGHT,04/23/15 22:53:50,100
OPENDAYLICHT,04/23/15 22:53:50,100
POX,04/23/15 22:53:55,100
RYU,04/23/15 22:53:55,100
FLOODLIGHT,04/23/15 22:53:55,100
OPENDAYLICHT,04/23/15 22:53:55,100
POX,04/23/15 22:54:00,100
RYU,04/23/15 22:54:00,100
FLOODLIGHT,04/23/15 22:54:00,100
OPENDAYLICHT,04/23/15 22:54:01,100
POX,04/23/15 22:54:06,100
RYU,04/23/15 22:54:06,100
FLOODLIGHT,04/23/15 22:54:06,100
OPENDAYLICHT,04/23/15 22:54:06,100
POX,04/23/15 22:54:11,100
RYU,04/23/15 22:54:11,100
FLOODLIGHT,04/23/15 22:54:11,100
OPENDAYLICHT,04/23/15 22:54:11,100
POX,04/23/15 22:54:16,100
RYU,04/23/15 22:54:16,100
FLOODLIGHT,04/23/15 22:54:16,100
OPENDAYLICHT,04/23/15 22:54:16,100
POX,04/23/15 22:54:21,100
RYU,04/23/15 22:54:21,100
FLOODLIGHT,04/23/15 22:54:21,100
OPENDAYLICHT,04/23/15 22:54:21,100
POX,04/23/15 22:54:27,100
RYU,04/23/15 22:54:27,100
FLOODLIGHT,04/23/15 22:54:27,100
OPENDAYLICHT,04/23/15 22:54:27,100
POX,04/23/15 22:54:32,100
RYU,04/23/15 22:54:32,100
FLOODLIGHT,04/23/15 22:54:32,100
OPENDAYLICHT,04/23/15 22:54:32,100
POX,04/23/15 22:54:37,100
RYU,04/23/15 22:54:37,100
FLOODLIGHT,04/23/15 22:54:37,100
OPENDAYLICHT,04/23/15 22:54:37,100
POX,04/23/15 22:54:42,100
RYU,04/23/15 22:54:43,100
FLOODLIGHT,04/23/15 22:54:43,100
OPENDAYLICHT,04/23/15 22:54:43,100
POX,04/23/15 22:54:48,100
RYU,04/23/15 22:54:48,100
FLOODLIGHT,04/23/15 22:54:48,100
OPENDAYLICHT,04/23/15 22:54:48,100
POX,04/23/15 22:54:53,100
RYU,04/23/15 22:54:53,100
FLOODLIGHT,04/23/15 22:54:53,100
OPENDAYLICHT,04/23/15 22:54:53,100
POX,04/23/15 22:54:58,100
RYU,04/23/15 22:54:59,100
FLOODLIGHT,04/23/15 22:54:59,100
OPENDAYLICHT,04/23/15 22:54:59,100
POX,04/23/15 22:55:04,100
RYU,04/23/15 22:55:04,100
FLOODLIGHT,04/23/15 22:55:04,100
OPENDAYLICHT,04/23/15 22:55:04,100
POX,04/23/15 22:55:09,100
RYU,04/23/15 22:55:09,100
FLOODLIGHT,04/23/15 22:55:09,100
OPENDAYLICHT,04/23/15 22:55:09,100
POX,04/23/15 22:55:14,100
RYU,04/23/15 22:55:14,100
FLOODLIGHT,04/23/15 22:55:14,100
OPENDAYLICHT,04/23/15 22:55:14,100
POX,04/23/15 22:55:20,100
RYU,04/23/15 22:55:20,100
FLOODLIGHT,04/23/15 22:55:20,100
OPENDAYLICHT,04/23/15 22:55:20,100
POX,04/23/15 22:55:25,100
RYU,04/23/15 22:55:25,100
FLOODLIGHT,04/23/15 22:55:25,100
OPENDAYLICHT,04/23/15 22:55:25,100
POX,04/23/15 22:55:30,100
RYU,04/23/15 22:55:30,100
FLOODLIGHT,04/23/15 22:55:30,100
OPENDAYLICHT,04/23/15 22:55:30,100
POX,04/23/15 22:55:35,100
RYU,04/23/15 22:55:35,100
FLOODLIGHT,04/23/15 22:55:35,100
OPENDAYLICHT,04/23/15 22:55:35,100
POX,04/23/15 22:55:40,100
RYU,04/23/15 22:55:41,100
FLOODLIGHT,04/23/15 22:55:41,100
OPENDAYLICHT,04/23/15 22:55:41,100
POX,04/23/15 22:55:46,100
RYU,04/23/15 22:55:46,100
FLOODLIGHT,04/23/15 22:55:46,100
OPENDAYLICHT,04/23/15 22:55:46,100
POX,04/23/15 22:55:51,100
RYU,04/23/15 22:55:51,100
FLOODLIGHT,04/23/15 22:55:51,100
OPENDAYLICHT,04/23/15 22:55:51,100
POX,04/23/15 22:55:56,100
RYU,04/23/15 22:55:56,100
FLOODLIGHT,04/23/15 22:55:56,100
OPENDAYLICHT,04/23/15 22:56:59,0
POX,04/23/15 22:57:04,100
RYU,04/23/15 22:57:05,100
FLOODLIGHT,04/23/15 22:57:05,100
OPENDAYLICHT,04/23/15 22:58:08,0
POX,04/23/15 22:58:13,100
RYU,04/23/15 22:58:13,100
FLOODLIGHT,04/23/15 22:58:13,100
OPENDAYLICHT,04/23/15 22:59:16,0
POX,04/23/15 22:59:21,100
RYU,04/23/15 22:59:21,100
FLOODLIGHT,04/23/15 22:59:21,100
OPENDAYLICHT,04/23/15 23:00:24,0
POX,04/23/15 23:00:29,100
RYU,04/23/15 23:00:29,100
FLOODLIGHT,04/23/15 23:00:29,100
OPENDAYLICHT,04/23/15 23:01:32,0
POX,04/23/15 23:01:37,100
RYU,04/23/15 23:01:37,100
FLOODLIGHT,04/23/15 23:01:37,100
OPENDAYLICHT,04/23/15 23:02:40,0
POX,04/23/15 23:02:45,100
RYU,04/23/15 23:02:46,100
FLOODLIGHT,04/23/15 23:02:46,100
OPENDAYLICHT,04/23/15 23:03:49,0
POX,04/23/15 23:03:54,100
RYU,04/23/15 23:03:54,100
FLOODLIGHT,04/23/15 23:03:54,100
OPENDAYLICHT,04/23/15 23:04:57,0
POX,04/23/15 23:05:02,100
RYU,04/23/15 23:05:02,0
FLOODLIGHT,04/23/15 23:05:02,100
OPENDAYLICHT,04/23/15 23:06:05,0
POX,04/23/15 23:06:10,100
RYU,04/23/15 23:06:10,0
FLOODLIGHT,04/23/15 23:06:10,100
OPENDAYLICHT,04/23/15 23:07:13,0
POX,04/23/15 23:07:18,100
RYU,04/23/15 23:07:18,0
FLOODLIGHT,04/23/15 23:07:18,100
OPENDAYLICHT,04/23/15 23:08:21,0
POX,04/23/15 23:08:26,100
RYU,04/23/15 23:08:26,0
FLOODLIGHT,04/23/15 23:08:26,100
OPENDAYLICHT,04/23/15 23:09:29,0
POX,04/23/15 23:09:34,100
RYU,04/23/15 23:09:35,0
FLOODLIGHT,04/23/15 23:09:35,100
OPENDAYLICHT,04/23/15 23:10:38,0
POX,04/23/15 23:10:43,100
RYU,04/23/15 23:10:43,0
FLOODLIGHT,04/23/15 23:10:43,100
OPENDAYLICHT,04/23/15 23:11:46,0
POX,04/23/15 23:11:51,100
RYU,04/23/15 23:11:51,0
FLOODLIGHT,04/23/15 23:11:51,100
OPENDAYLICHT,04/23/15 23:12:54,0
POX,04/23/15 23:12:59,100
RYU,04/23/15 23:12:59,0
FLOODLIGHT,04/23/15 23:12:59,100
OPENDAYLICHT,04/23/15 23:14:02,0
POX,04/23/15 23:14:07,100
RYU,04/23/15 23:14:07,0
FLOODLIGHT,04/23/15 23:14:07,100
OPENDAYLICHT,04/23/15 23:15:10,0
POX,04/23/15 23:15:15,100
RYU,04/23/15 23:15:15,0
FLOODLIGHT,04/23/15 23:15:15,100
OPENDAYLICHT,04/23/15 23:16:18,0
POX,04/23/15 23:16:23,100
RYU,04/23/15 23:16:23,0
FLOODLIGHT,04/23/15 23:16:23,100
OPENDAYLICHT,04/23/15 23:17:26,0
POX,04/23/15 23:17:31,100
RYU,04/23/15 23:17:31,0
FLOODLIGHT,04/23/15 23:17:31,100
OPENDAYLICHT,04/23/15 23:18:34,0
POX,04/23/15 23:18:40,100
RYU,04/23/15 23:18:40,0
FLOODLIGHT,04/23/15 23:18:40,100
OPENDAYLICHT,04/23/15 23:19:43,0
POX,04/23/15 23:19:48,100
RYU,04/23/15 23:19:48,0
FLOODLIGHT,04/23/15 23:19:48,100
OPENDAYLICHT,04/23/15 23:20:51,0
POX,04/23/15 23:20:56,100
RYU,04/23/15 23:20:56,0
FLOODLIGHT,04/23/15 23:20:56,100
OPENDAYLICHT,04/23/15 23:21:59,0
POX,04/23/15 23:22:04,100
RYU,04/23/15 23:22:04,0
FLOODLIGHT,04/23/15 23:22:04,100
OPENDAYLICHT,04/23/15 23:23:07,0
POX,04/23/15 23:23:12,100
RYU,04/23/15 23:23:12,0
FLOODLIGHT,04/23/15 23:23:12,100
OPENDAYLICHT,04/23/15 23:24:15,0
POX,04/23/15 23:24:20,100
RYU,04/23/15 23:24:20,0
FLOODLIGHT,04/23/15 23:24:20,100
OPENDAYLICHT,04/23/15 23:25:23,0
POX,04/23/15 23:25:28,100
RYU,04/23/15 23:25:28,0
FLOODLIGHT,04/23/15 23:25:28,100
OPENDAYLICHT,04/23/15 23:26:31,0
POX,04/23/15 23:26:37,100
RYU,04/23/15 23:26:37,0
FLOODLIGHT,04/23/15 23:26:37,100
OPENDAYLICHT,04/23/15 23:27:40,0
POX,04/23/15 23:27:45,100
RYU,04/23/15 23:27:45,0
FLOODLIGHT,04/23/15 23:27:45,100
OPENDAYLICHT,04/23/15 23:28:48,0
POX,04/23/15 23:28:53,100
RYU,04/23/15 23:28:53,0
FLOODLIGHT,04/23/15 23:28:53,100
OPENDAYLICHT,04/23/15 23:29:56,0
POX,04/23/15 23:30:01,100
RYU,04/23/15 23:30:01,0
FLOODLIGHT,04/23/15 23:30:01,100
OPENDAYLICHT,04/23/15 23:31:04,0
POX,04/23/15 23:31:09,100
RYU,04/23/15 23:31:09,0
FLOODLIGHT,04/23/15 23:31:09,100
OPENDAYLICHT,04/23/15 23:32:12,0
POX,04/23/15 23:32:17,100
RYU,04/23/15 23:32:17,0
FLOODLIGHT,04/23/15 23:32:17,100
OPENDAYLICHT,04/23/15 23:33:20,0
POX,04/23/15 23:33:25,100
RYU,04/23/15 23:33:25,0
FLOODLIGHT,04/23/15 23:33:25,100
OPENDAYLICHT,04/23/15 23:34:28,0
POX,04/23/15 23:34:33,100
RYU,04/23/15 23:34:33,0
FLOODLIGHT,04/23/15 23:34:33,100
OPENDAYLICHT,04/23/15 23:35:36,0
POX,04/23/15 23:35:42,100
RYU,04/23/15 23:35:42,0
FLOODLIGHT,04/23/15 23:35:42,100
OPENDAYLICHT,04/23/15 23:36:45,0
POX,04/23/15 23:36:50,100
RYU,04/23/15 23:36:50,0
FLOODLIGHT,04/23/15 23:36:50,0
OPENDAYLICHT,04/23/15 23:37:53,0
POX,04/23/15 23:37:58,100
RYU,04/23/15 23:37:58,0
FLOODLIGHT,04/23/15 23:37:58,0
OPENDAYLICHT,04/23/15 23:39:01,0
POX,04/23/15 23:39:06,100
RYU,04/23/15 23:39:06,0
FLOODLIGHT,04/23/15 23:39:06,0
OPENDAYLICHT,04/23/15 23:40:09,0
POX,04/23/15 23:40:14,100
RYU,04/23/15 23:40:14,0
FLOODLIGHT,04/23/15 23:40:14,0
OPENDAYLICHT,04/23/15 23:41:17,0
POX,04/23/15 23:41:22,100
RYU,04/23/15 23:41:22,0
FLOODLIGHT,04/23/15 23:41:22,0
OPENDAYLICHT,04/23/15 23:42:25,0
POX,04/23/15 23:42:31,100
RYU,04/23/15 23:42:31,0
FLOODLIGHT,04/23/15 23:42:31,0
OPENDAYLICHT,04/23/15 23:43:34,0
POX,04/23/15 23:43:39,100
RYU,04/23/15 23:43:39,0
FLOODLIGHT,04/23/15 23:43:39,0
OPENDAYLICHT,04/23/15 23:44:42,0
POX,04/23/15 23:44:47,100
RYU,04/23/15 23:44:47,0
FLOODLIGHT,04/23/15 23:44:47,0
OPENDAYLICHT,04/23/15 23:45:50,0
POX,04/23/15 23:45:55,100
RYU,04/23/15 23:45:55,0
FLOODLIGHT,04/23/15 23:45:55,0
OPENDAYLICHT,04/23/15 23:46:58,0
POX,04/23/15 23:47:03,100
RYU,04/23/15 23:47:03,0
FLOODLIGHT,04/23/15 23:47:03,0
OPENDAYLICHT,04/23/15 23:48:06,0
POX,04/23/15 23:48:11,100
RYU,04/23/15 23:48:11,0
FLOODLIGHT,04/23/15 23:48:11,0
OPENDAYLICHT,04/23/15 23:49:14,0
POX,04/23/15 23:49:20,100
RYU,04/23/15 23:49:20,0
FLOODLIGHT,04/23/15 23:49:20,0
OPENDAYLICHT,04/23/15 23:50:23,0
POX,04/23/15 23:50:28,100
RYU,04/23/15 23:50:28,0
FLOODLIGHT,04/23/15 23:50:28,0
OPENDAYLICHT,04/23/15 23:51:31,0
POX,04/23/15 23:51:36,100
RYU,04/23/15 23:51:36,0
FLOODLIGHT,04/23/15 23:51:36,0
OPENDAYLICHT,04/23/15 23:52:39,0
POX,04/23/15 23:52:44,100
RYU,04/23/15 23:52:44,0
FLOODLIGHT,04/23/15 23:52:44,0
OPENDAYLICHT,04/23/15 23:53:47,0
POX,04/23/15 23:53:52,100
RYU,04/23/15 23:53:52,0
FLOODLIGHT,04/23/15 23:53:52,0
OPENDAYLICHT,04/23/15 23:54:55,0
POX,04/23/15 23:55:00,100
RYU,04/23/15 23:55:00,0
